category,year,amount
Natural Resources and Environment (CPI Real 2024$),2011,63515.940685408576
Natural Resources and Environment (CPI Real 2024$),2012,56770.31561336758
Natural Resources and Environment (CPI Real 2024$),2013,51177.23161769059
Natural Resources and Environment (CPI Real 2024$),2014,47751.60767835651
Natural Resources and Environment (CPI Real 2024$),2015,47422.55675521571
Natural Resources and Environment (CPI Real 2024$),2016,50967.631126768814
Natural Resources and Environment (CPI Real 2024$),2017,48426.22886867037
Natural Resources and Environment (CPI Real 2024$),2018,48755.90617216637
Natural Resources and Environment (CPI Real 2024$),2019,46351.151521147985
Natural Resources and Environment (CPI Real 2024$),2020,51258.62812425526
Natural Resources and Environment (CPI Real 2024$),2021,51611.34980454756
Natural Resources and Environment (CPI Real 2024$),2022,44825.286159885625
Natural Resources and Environment (CPI Real 2024$),2023,48847.001952049235
Natural Resources and Environment (CPI Real 2024$),2024,58469.0
Commerce and Housing Credit (CPI Real 2024$),1970,17175.424306220095
Commerce and Housing Credit (CPI Real 2024$),1971,18370.06909883721
Commerce and Housing Credit (CPI Real 2024$),1972,16697.29848472669
Commerce and Housing Credit (CPI Real 2024$),1973,6663.908734686065
Commerce and Housing Credit (CPI Real 2024$),1974,30586.041837621695
Commerce and Housing Credit (CPI Real 2024$),1975,58619.622775413714
Commerce and Housing Credit (CPI Real 2024$),1976,42231.27220130448
Commerce and Housing Credit (CPI Real 2024$),1977,16155.116174046654
Commerce and Housing Credit (CPI Real 2024$),1978,30516.981837400497
Commerce and Housing Credit (CPI Real 2024$),1979,20726.337636621716
Commerce and Housing Credit (CPI Real 2024$),1980,36574.37278125
Commerce and Housing Credit (CPI Real 2024$),1981,28768.184884680297
Commerce and Housing Credit (CPI Real 2024$),1982,20414.20861157169
Commerce and Housing Credit (CPI Real 2024$),1983,21072.809509067905
Commerce and Housing Credit (CPI Real 2024$),1984,21076.723187267133
Commerce and Housing Credit (CPI Real 2024$),1985,12668.583330208578
Commerce and Housing Credit (CPI Real 2024$),1986,14416.526041619025
Commerce and Housing Credit (CPI Real 2024$),1987,17836.762397686834
Commerce and Housing Credit (CPI Real 2024$),1988,51021.733109512956
Commerce and Housing Credit (CPI Real 2024$),1989,75539.82945532436
Commerce and Housing Credit (CPI Real 2024$),1990,163688.90789211245
Commerce and Housing Credit (CPI Real 2024$),1991,175816.10314407252
Commerce and Housing Credit (CPI Real 2024$),1992,24434.37029806081
Commerce and Housing Credit (CPI Real 2024$),1993,-47455.40318775771
Commerce and Housing Credit (CPI Real 2024$),1994,-8945.553739602785
Commerce and Housing Credit (CPI Real 2024$),1995,-36651.39875825628
Commerce and Housing Credit (CPI Real 2024$),1996,-20980.873607154335
Commerce and Housing Credit (CPI Real 2024$),1997,-28551.8025974026
Commerce and Housing Credit (CPI Real 2024$),1998,1932.2664499409864
Commerce and Housing Credit (CPI Real 2024$),1999,4972.214064246514
Commerce and Housing Credit (CPI Real 2024$),2000,5852.760130313826
Commerce and Housing Credit (CPI Real 2024$),2001,10133.609648177047
Commerce and Housing Credit (CPI Real 2024$),2002,-709.0327203689899
Commerce and Housing Credit (CPI Real 2024$),2003,1237.277498065632
Commerce and Housing Credit (CPI Real 2024$),2004,8757.20018904853
Commerce and Housing Credit (CPI Real 2024$),2005,12183.384383962793
Commerce and Housing Credit (CPI Real 2024$),2006,9611.397827586206
Commerce and Housing Credit (CPI Real 2024$),2007,739.1465266528147
Commerce and Housing Credit (CPI Real 2024$),2008,40502.71153536724
Commerce and Housing Credit (CPI Real 2024$),2009,424958.55838965054
Commerce and Housing Credit (CPI Real 2024$),2010,-117979.94471554563
Commerce and Housing Credit (CPI Real 2024$),2011,-17549.189162172574
Commerce and Housing Credit (CPI Real 2024$),2012,55428.47922789633
Commerce and Housing Credit (CPI Real 2024$),2013,-111622.58005318185
Commerce and Housing Credit (CPI Real 2024$),2014,-125231.96085196917
Commerce and Housing Credit (CPI Real 2024$),2015,-49886.27130148618
Commerce and Housing Credit (CPI Real 2024$),2016,-44441.64596368826
Commerce and Housing Credit (CPI Real 2024$),2017,-34100.008374511
Commerce and Housing Credit (CPI Real 2024$),2018,-11816.210657720167
Commerce and Housing Credit (CPI Real 2024$),2019,-31502.269303476063
Commerce and Housing Credit (CPI Real 2024$),2020,690779.1436907145
Commerce and Housing Credit (CPI Real 2024$),2021,359864.9906747424
Commerce and Housing Credit (CPI Real 2024$),2022,-20661.181459013587
Commerce and Housing Credit (CPI Real 2024$),2023,103869.58768645918
Commerce and Housing Credit (CPI Real 2024$),2024,36032.0
Transportation (CPI Real 2024$),1970,56991.18065245759
Transportation (CPI Real 2024$),1971,62517.242765780735
Transportation (CPI Real 2024$),1972,63061.98419614148
Transportation (CPI Real 2024$),1973,64892.58495022971
Transportation (CPI Real 2024$),1974,59624.904513212794
Transportation (CPI Real 2024$),1975,64341.916302600475
Transportation (CPI Real 2024$),1976,76153.75361251112
Transportation (CPI Real 2024$),1977,77453.67531359129
Transportation (CPI Real 2024$),1978,75736.18085997652
Transportation (CPI Real 2024$),1979,79964.03289212206
Transportation (CPI Real 2024$),1980,83077.188184375
Transportation (CPI Real 2024$),1981,81960.93034595913
Transportation (CPI Real 2024$),1982,67302.27823108473
Transportation (CPI Real 2024$),1983,67290.42329987348
Transportation (CPI Real 2024$),1984,71686.29991657218
Transportation (CPI Real 2024$),1985,75474.02722756035
Transportation (CPI Real 2024$),1986,80128.86449348273
Transportation (CPI Real 2024$),1987,72694.37108985765
Transportation (CPI Real 2024$),1988,72612.04954144117
Transportation (CPI Real 2024$),1989,70197.70478988168
Transportation (CPI Real 2024$),1990,71397.0243524155
Transportation (CPI Real 2024$),1991,71688.8028278158
Transportation (CPI Real 2024$),1992,74596.66887479053
Transportation (CPI Real 2024$),1993,76013.77079505198
Transportation (CPI Real 2024$),1994,80539.60469529792
Transportation (CPI Real 2024$),1995,80987.90100726552
Transportation (CPI Real 2024$),1996,79223.92291153477
Transportation (CPI Real 2024$),1997,79506.23883116884
Transportation (CPI Real 2024$),1998,77411.54457792375
Transportation (CPI Real 2024$),1999,80075.05057952773
Transportation (CPI Real 2024$),2000,85506.50775977354
Transportation (CPI Real 2024$),2001,96273.71218186978
Transportation (CPI Real 2024$),2002,107718.96854686918
Transportation (CPI Real 2024$),2003,114144.38035455829
Transportation (CPI Real 2024$),2004,107493.17694542058
Transportation (CPI Real 2024$),2005,109328.40329959951
Transportation (CPI Real 2024$),2006,109122.84289655172
Transportation (CPI Real 2024$),2007,110651.9045700687
Transportation (CPI Real 2024$),2008,112797.21774413578
Transportation (CPI Real 2024$),2009,122864.60263126298
Transportation (CPI Real 2024$),2010,131819.46979175572
Transportation (CPI Real 2024$),2011,129853.38424470992
Transportation (CPI Real 2024$),2012,126845.81172779512
Transportation (CPI Real 2024$),2013,122993.06210744657
Transportation (CPI Real 2024$),2014,121342.76132139389
Transportation (CPI Real 2024$),2015,117833.20217480444
Transportation (CPI Real 2024$),2016,120720.29228731307
Transportation (CPI Real 2024$),2017,119547.46050036549
Transportation (CPI Real 2024$),2018,115772.66165539235
Transportation (CPI Real 2024$),2019,117306.2920250303
Transportation (CPI Real 2024$),2020,175840.6408324717
Transportation (CPI Real 2024$),2021,180362.09310533048
Transportation (CPI Real 2024$),2022,141919.29957985826
Transportation (CPI Real 2024$),2023,130311.93039804605
Transportation (CPI Real 2024$),2024,136582.0
Community and Regional Development (CPI Real 2024$),1970,19452.469195302307
Community and Regional Development (CPI Real 2024$),1971,22648.136754568106
Community and Regional Development (CPI Real 2024$),1972,25722.25594654341
Community and Regional Development (CPI Real 2024$),1973,32961.653838055136
Community and Regional Development (CPI Real 2024$),1974,27491.6835135605
Community and Regional Development (CPI Real 2024$),1975,25470.39405200946
Community and Regional Development (CPI Real 2024$),1976,30164.402588200413
Community and Regional Development (CPI Real 2024$),1977,36671.53917167202
Community and Regional Development (CPI Real 2024$),1978,57779.27437426596
Community and Regional Development (CPI Real 2024$),1979,46353.39701916253
Community and Regional Development (CPI Real 2024$),1980,43826.9267875
Community and Regional Development (CPI Real 2024$),1981,37048.766495405966
Community and Regional Development (CPI Real 2024$),1982,27237.43594641766
Community and Regional Development (CPI Real 2024$),1983,23857.915151412908
Community and Regional Development (CPI Real 2024$),1984,23239.214975700634
Community and Regional Development (CPI Real 2024$),1985,22421.961181157723
Community and Regional Development (CPI Real 2024$),1986,20615.803254059
Community and Regional Development (CPI Real 2024$),1987,13997.173351868329
Community and Regional Development (CPI Real 2024$),1988,14092.680339646822
Community and Regional Development (CPI Real 2024$),1989,13633.732725418196
Community and Regional Development (CPI Real 2024$),1990,20657.555189094677
Community and Regional Development (CPI Real 2024$),1991,15698.277991492512
Community and Regional Development (CPI Real 2024$),1992,15298.89680871439
Community and Regional Development (CPI Real 2024$),1993,19861.21436668796
Community and Regional Development (CPI Real 2024$),1994,22469.67377355288
Community and Regional Development (CPI Real 2024$),1995,22116.797566050198
Community and Regional Development (CPI Real 2024$),1996,21507.497939916466
Community and Regional Development (CPI Real 2024$),1997,21548.41987012987
Community and Regional Development (CPI Real 2024$),1998,18748.9329517114
Community and Regional Development (CPI Real 2024$),1999,22338.25061426917
Community and Regional Development (CPI Real 2024$),2000,19386.92574503392
Community and Regional Development (CPI Real 2024$),2001,20817.132505319903
Community and Regional Development (CPI Real 2024$),2002,22614.136960957883
Community and Regional Development (CPI Real 2024$),2003,32080.716421646717
Community and Regional Development (CPI Real 2024$),2004,26313.182714292067
Community and Regional Development (CPI Real 2024$),2005,42289.193852977915
Community and Regional Development (CPI Real 2024$),2006,84610.43844827586
Community and Regional Development (CPI Real 2024$),2007,44875.45247134245
Community and Regional Development (CPI Real 2024$),2008,34808.78890186998
Community and Regional Development (CPI Real 2024$),2009,40342.16496129785
Community and Regional Development (CPI Real 2024$),2010,34246.23158357121
Community and Regional Development (CPI Real 2024$),2011,33359.38274117857
Community and Regional Development (CPI Real 2024$),2012,34271.37402404828
Community and Regional Development (CPI Real 2024$),2013,43382.24628019466
Community and Regional Development (CPI Real 2024$),2014,27287.764527152387
Community and Regional Development (CPI Real 2024$),2015,27202.198694906157
Community and Regional Development (CPI Real 2024$),2016,26265.655712318618
Community and Regional Development (CPI Real 2024$),2017,31827.95235465413
Community and Regional Development (CPI Real 2024$),2018,52603.97308540913
Community and Regional Development (CPI Real 2024$),2019,32811.85226615994
Community and Regional Development (CPI Real 2024$),2020,98868.1732286872
Community and Regional Development (CPI Real 2024$),2021,52200.51245774888
Community and Regional Development (CPI Real 2024$),2022,75780.77265619751
Community and Regional Development (CPI Real 2024$),2023,89219.7134225783
Community and Regional Development (CPI Real 2024$),2024,85215.0
Net interest (CPI Real 2024$),1970,116942.51966072206
Net interest (CPI Real 2024$),1971,115228.31593230898
Net interest (CPI Real 2024$),1972,116309.9846744373
Net interest (CPI Real 2024$),1973,124180.61507848393
Net interest (CPI Real 2024$),1974,139434.6464134214
Net interest (CPI Real 2024$),1975,136981.45287943262
Net interest (CPI Real 2024$),1976,148144.7974962941
Net interest (CPI Real 2024$),1977,156176.56925967315
Net interest (CPI Real 2024$),1978,173020.6495028057
Net interest (CPI Real 2024$),1979,188567.21136621718
Net interest (CPI Real 2024$),1980,204617.84082187503
Net interest (CPI Real 2024$),1981,241076.40772360776
Net interest (CPI Real 2024$),1982,277471.38533554407
Net interest (CPI Real 2024$),1983,283267.00739266135
Net interest (CPI Real 2024$),1984,336494.62560019444
Net interest (CPI Real 2024$),1985,378211.39783923136
Net interest (CPI Real 2024$),1986,387681.42004802194
Net interest (CPI Real 2024$),1987,384266.6261588079
Net interest (CPI Real 2024$),1988,404177.43313799484
Net interest (CPI Real 2024$),1989,429660.90818237455
Net interest (CPI Real 2024$),1990,446390.6138136252
Net interest (CPI Real 2024$),1991,448237.70321435184
Net interest (CPI Real 2024$),1992,446129.79599712713
Net interest (CPI Real 2024$),1993,431519.9530338579
Net interest (CPI Real 2024$),1994,429361.1900390426
Net interest (CPI Real 2024$),1995,477764.8135303831
Net interest (CPI Real 2024$),1996,482678.23302399064
Net interest (CPI Real 2024$),1997,475832.1724675325
Net interest (CPI Real 2024$),1998,462665.56293631654
Net interest (CPI Real 2024$),1999,432560.0311741604
Net interest (CPI Real 2024$),2000,406880.8912670213
Net interest (CPI Real 2024$),2001,364546.48409277917
Net interest (CPI Real 2024$),2002,297809.42141120014
Net interest (CPI Real 2024$),2003,260514.13818624552
Net interest (CPI Real 2024$),2004,266533.24677950266
Net interest (CPI Real 2024$),2005,296269.11964945524
Net interest (CPI Real 2024$),2006,352023.8535517241
Net interest (CPI Real 2024$),2007,359873.29319942964
Net interest (CPI Real 2024$),2008,367324.86040706205
Net interest (CPI Real 2024$),2009,272439.34512200067
Net interest (CPI Real 2024$),2010,281196.332104594
Net interest (CPI Real 2024$),2011,321207.1504386763
Net interest (CPI Real 2024$),2012,300560.4411066542
Net interest (CPI Real 2024$),2013,296350.3160538363
Net interest (CPI Real 2024$),2014,302259.18795736344
Net interest (CPI Real 2024$),2015,293725.57486708846
Net interest (CPI Real 2024$),2016,313039.9273880325
Net interest (CPI Real 2024$),2017,335506.51297493867
Net interest (CPI Real 2024$),2018,405488.17935508036
Net interest (CPI Real 2024$),2019,459588.8915945352
Net interest (CPI Real 2024$),2020,417157.08499614755
Net interest (CPI Real 2024$),2021,411873.7914754972
Net interest (CPI Real 2024$),2022,515459.37934393703
Net interest (CPI Real 2024$),2023,678548.3240966846
Net interest (CPI Real 2024$),2024,879879.0
International Affairs (CPI Real 2024$),1970,35212.87274902131
International Affairs (CPI Real 2024$),1971,32291.258403239204
International Affairs (CPI Real 2024$),1972,35926.99552451768
International Affairs (CPI Real 2024$),1973,29697.698539433386
International Affairs (CPI Real 2024$),1974,37119.298383171066
International Affairs (CPI Real 2024$),1975,41824.01355555555
International Affairs (CPI Real 2024$),1976,35657.40570560332
International Affairs (CPI Real 2024$),1977,33182.49371280905
International Affairs (CPI Real 2024$),1978,36509.12345817565
International Affairs (CPI Real 2024$),1979,32991.41110361959
International Affairs (CPI Real 2024$),1980,49521.46704375
International Affairs (CPI Real 2024$),1981,45939.3486142884
International Affairs (CPI Real 2024$),1982,40136.631381446896
International Affairs (CPI Real 2024$),1983,37370.25101982286
International Affairs (CPI Real 2024$),1984,48062.44004292889
International Affairs (CPI Real 2024$),1985,47230.418230606985
International Affairs (CPI Real 2024$),1986,40319.52894123027
International Affairs (CPI Real 2024$),1987,32283.04291592527
International Affairs (CPI Real 2024$),1988,27865.85914127029
International Affairs (CPI Real 2024$),1989,24366.292560179518
International Affairs (CPI Real 2024$),1990,33314.57558217848
International Affairs (CPI Real 2024$),1991,36527.8873793231
International Affairs (CPI Real 2024$),1992,36009.25243595882
International Affairs (CPI Real 2024$),1993,37390.15842615715
International Affairs (CPI Real 2024$),1994,36110.162174503486
International Affairs (CPI Real 2024$),1995,33813.22047391017
International Affairs (CPI Real 2024$),1996,27006.016638641966
International Affairs (CPI Real 2024$),1997,29591.29103896104
International Affairs (CPI Real 2024$),1998,25048.466968748395
International Affairs (CPI Real 2024$),1999,28690.48471225014
International Affairs (CPI Real 2024$),2000,31413.645189613937
International Affairs (CPI Real 2024$),2001,29148.936494538233
International Affairs (CPI Real 2024$),2002,38874.852960771525
International Affairs (CPI Real 2024$),2003,36078.46723726731
International Affairs (CPI Real 2024$),2004,44692.491753035894
International Affairs (CPI Real 2024$),2005,55659.35517204255
International Affairs (CPI Real 2024$),2006,45826.187896551724
International Affairs (CPI Real 2024$),2007,43228.68864912827
International Affairs (CPI Real 2024$),2008,41937.091739364645
International Affairs (CPI Real 2024$),2009,54704.47712214724
International Affairs (CPI Real 2024$),2010,64776.028978802235
International Affairs (CPI Real 2024$),2011,63812.058808807225
International Affairs (CPI Real 2024$),2012,50185.226278570146
International Affairs (CPI Real 2024$),2013,62338.416303168844
International Affairs (CPI Real 2024$),2014,61887.91065642848
International Affairs (CPI Real 2024$),2015,68489.1586473906
International Affairs (CPI Real 2024$),2016,59085.98796933005
International Affairs (CPI Real 2024$),2017,59175.68625845439
International Affairs (CPI Real 2024$),2018,60983.87496262651
International Affairs (CPI Real 2024$),2019,64970.75063231005
International Affairs (CPI Real 2024$),2020,81774.71881815817
International Affairs (CPI Real 2024$),2021,54884.47565566606
International Affairs (CPI Real 2024$),2022,77849.59868957712
International Affairs (CPI Real 2024$),2023,71448.5459366997
International Affairs (CPI Real 2024$),2024,72000.0
"General Science, Space, and Technology (CPI Real 2024$)",1970,36684.819623749456
"General Science, Space, and Technology (CPI Real 2024$)",1971,32469.834730066446
"General Science, Space, and Technology (CPI Real 2024$)",1972,31373.18684686495
"General Science, Space, and Technology (CPI Real 2024$)",1973,28860.236324655438
"General Science, Space, and Technology (CPI Real 2024$)",1974,25872.996070931847
"General Science, Space, and Technology (CPI Real 2024$)",1975,23519.746104018912
"General Science, Space, and Technology (CPI Real 2024$)",1976,24239.05411947821
"General Science, Space, and Technology (CPI Real 2024$)",1977,24736.705528705126
"General Science, Space, and Technology (CPI Real 2024$)",1978,24036.880801252773
"General Science, Space, and Technology (CPI Real 2024$)",1979,23150.16030518098
"General Science, Space, and Technology (CPI Real 2024$)",1980,22711.945440625
"General Science, Space, and Technology (CPI Real 2024$)",1981,22675.191303206455
"General Science, Space, and Technology (CPI Real 2024$)",1982,23491.350350815952
"General Science, Space, and Technology (CPI Real 2024$)",1983,25024.946960776044
"General Science, Space, and Technology (CPI Real 2024$)",1984,25171.525565365304
"General Science, Space, and Technology (CPI Real 2024$)",1985,25185.27218654793
"General Science, Space, and Technology (CPI Real 2024$)",1986,25543.872357649212
"General Science, Space, and Technology (CPI Real 2024$)",1987,25504.851423487547
"General Science, Space, and Technology (CPI Real 2024$)",1988,28808.388678439187
"General Science, Space, and Technology (CPI Real 2024$)",1989,32599.41948388413
"General Science, Space, and Technology (CPI Real 2024$)",1990,34932.11712083927
"General Science, Space, and Technology (CPI Real 2024$)",1991,37094.96173848715
"General Science, Space, and Technology (CPI Real 2024$)",1992,36678.411322121145
"General Science, Space, and Technology (CPI Real 2024$)",1993,36929.78477147337
"General Science, Space, and Technology (CPI Real 2024$)",1994,34252.499879477175
"General Science, Space, and Technology (CPI Real 2024$)",1995,34354.51190885073
"General Science, Space, and Technology (CPI Real 2024$)",1996,33407.60596122952
"General Science, Space, and Technology (CPI Real 2024$)",1997,33419.65090909091
"General Science, Space, and Technology (CPI Real 2024$)",1998,34869.06249089137
"General Science, Space, and Technology (CPI Real 2024$)",1999,34046.76983636272
"General Science, Space, and Technology (CPI Real 2024$)",2000,33933.963786421984
"General Science, Space, and Technology (CPI Real 2024$)",2001,34927.44571286708
"General Science, Space, and Technology (CPI Real 2024$)",2002,36120.60055068952
"General Science, Space, and Technology (CPI Real 2024$)",2003,35452.16996176779
"General Science, Space, and Technology (CPI Real 2024$)",2004,38303.81066545082
"General Science, Space, and Technology (CPI Real 2024$)",2005,37997.79557340339
"General Science, Space, and Technology (CPI Real 2024$)",2006,36637.337379310346
"General Science, Space, and Technology (CPI Real 2024$)",2007,37043.83834910729
"General Science, Space, and Technology (CPI Real 2024$)",2008,38908.471328898
"General Science, Space, and Technology (CPI Real 2024$)",2009,41422.29013243247
"General Science, Space, and Technology (CPI Real 2024$)",2010,43141.02162323149
"General Science, Space, and Technology (CPI Real 2024$)",2011,41157.625585209884
"General Science, Space, and Technology (CPI Real 2024$)",2012,39627.81032702702
"General Science, Space, and Technology (CPI Real 2024$)",2013,38784.41241589198
"General Science, Space, and Technology (CPI Real 2024$)",2014,37717.050437384794
"General Science, Space, and Technology (CPI Real 2024$)",2015,38708.74585198025
"General Science, Space, and Technology (CPI Real 2024$)",2016,39351.534034930584
"General Science, Space, and Technology (CPI Real 2024$)",2017,38844.74628324472
"General Science, Space, and Technology (CPI Real 2024$)",2018,39349.10446693381
"General Science, Space, and Technology (CPI Real 2024$)",2019,39708.90753268027
"General Science, Space, and Technology (CPI Real 2024$)",2020,41081.76786910276
"General Science, Space, and Technology (CPI Real 2024$)",2021,41538.30499773035
"General Science, Space, and Technology (CPI Real 2024$)",2022,40514.3292945187
"General Science, Space, and Technology (CPI Real 2024$)",2023,42547.72094820909
"General Science, Space, and Technology (CPI Real 2024$)",2024,41476.0
Agriculture (CPI Real 2024$),1970,42011.47820356677
Agriculture (CPI Real 2024$),1971,33308.367047342195
Agriculture (CPI Real 2024$),1972,39278.47847869775
Agriculture (CPI Real 2024$),1973,34507.73792687596
Agriculture (CPI Real 2024$),1974,14262.651602920723
Agriculture (CPI Real 2024$),1975,17661.90906382979
Agriculture (CPI Real 2024$),1976,17232.842272457754
Agriculture (CPI Real 2024$),1977,35172.5031736276
Agriculture (CPI Real 2024$),1978,55144.29353125408
Agriculture (CPI Real 2024$),1979,49431.82872959546
Agriculture (CPI Real 2024$),1980,34175.031606250006
Agriculture (CPI Real 2024$),1981,39408.136276954814
Agriculture (CPI Real 2024$),1982,51772.99134130377
Agriculture (CPI Real 2024$),1983,71936.47155714889
Agriculture (CPI Real 2024$),1984,40817.78968167828
Agriculture (CPI Real 2024$),1985,74273.47667447856
Agriculture (CPI Real 2024$),1986,89266.74161673908
Agriculture (CPI Real 2024$),1987,73370.8041058719
Agriculture (CPI Real 2024$),1988,45497.01901452577
Agriculture (CPI Real 2024$),1989,42457.30493268054
Agriculture (CPI Real 2024$),1990,28178.639049993526
Agriculture (CPI Real 2024$),1991,34314.91427039024
Agriculture (CPI Real 2024$),1992,33395.280599712714
Agriculture (CPI Real 2024$),1993,43607.37433823102
Agriculture (CPI Real 2024$),1994,31303.090723136993
Agriculture (CPI Real 2024$),1995,19904.294552509906
Agriculture (CPI Real 2024$),1996,18091.448085573527
Agriculture (CPI Real 2024$),1997,17335.858831168833
Agriculture (CPI Real 2024$),1998,23173.765557038027
Agriculture (CPI Real 2024$),1999,43074.322444489204
Agriculture (CPI Real 2024$),2000,66535.680957587
Agriculture (CPI Real 2024$),2001,46419.040391544906
Agriculture (CPI Real 2024$),2002,38265.11966315691
Agriculture (CPI Real 2024$),2003,38285.82475444905
Agriculture (CPI Real 2024$),2004,25679.470791779724
Agriculture (CPI Real 2024$),2005,42777.10892941734
Agriculture (CPI Real 2024$),2006,40342.39375862069
Agriculture (CPI Real 2024$),2007,26806.583067232063
Agriculture (CPI Real 2024$),2008,26721.326049544223
Agriculture (CPI Real 2024$),2009,32413.95874564172
Agriculture (CPI Real 2024$),2010,30608.62650450936
Agriculture (CPI Real 2024$),2011,28860.342762560464
Agriculture (CPI Real 2024$),2012,24260.78367268196
Agriculture (CPI Real 2024$),2013,39817.48276182517
Agriculture (CPI Real 2024$),2014,32193.48939328196
Agriculture (CPI Real 2024$),2015,24347.6063600447
Agriculture (CPI Real 2024$),2016,23923.395649790105
Agriculture (CPI Real 2024$),2017,24115.99617926819
Agriculture (CPI Real 2024$),2018,27187.266528095533
Agriculture (CPI Real 2024$),2019,46866.899348360246
Agriculture (CPI Real 2024$),2020,57112.617032297414
Agriculture (CPI Real 2024$),2021,55407.006818326765
Agriculture (CPI Real 2024$),2022,35814.51978727571
Agriculture (CPI Real 2024$),2023,34687.7933333701
Agriculture (CPI Real 2024$),2024,32841.0
Administration of Justice (CPI Real 2024$),1970,7798.878745106568
Administration of Justice (CPI Real 2024$),1971,10147.79387666113
Administration of Justice (CPI Real 2024$),1972,12654.478239549839
Administration of Justice (CPI Real 2024$),1973,15561.050042113324
Administration of Justice (CPI Real 2024$),1974,16284.385718011126
Administration of Justice (CPI Real 2024$),1975,17844.598146572105
Administration of Justice (CPI Real 2024$),1976,19012.10967981026
Administration of Justice (CPI Real 2024$),1977,19330.774316245286
Administration of Justice (CPI Real 2024$),1978,19142.6478650659
Administration of Justice (CPI Real 2024$),1979,18957.124009936124
Administration of Justice (CPI Real 2024$),1980,18314.45163125
Administration of Justice (CPI Real 2024$),1981,17206.22123007688
Administration of Justice (CPI Real 2024$),1982,15800.127573086655
Administration of Justice (CPI Real 2024$),1983,16546.618572754112
Administration of Justice (CPI Real 2024$),1984,17599.77560586425
Administration of Justice (CPI Real 2024$),1985,18770.65171314741
Administration of Justice (CPI Real 2024$),1986,19196.382540589984
Administration of Justice (CPI Real 2024$),1987,21388.035731761567
Administration of Justice (CPI Real 2024$),1988,25019.63294004557
Administration of Justice (CPI Real 2024$),1989,24521.394704202365
Administration of Justice (CPI Real 2024$),1990,24662.665525838624
Administration of Justice (CPI Real 2024$),1991,28782.481498058078
Administration of Justice (CPI Real 2024$),1992,32786.547432367726
Administration of Justice (CPI Real 2024$),1993,32992.72139438992
Administration of Justice (CPI Real 2024$),1994,32828.57422508912
Administration of Justice (CPI Real 2024$),1995,33975.81371862616
Administration of Justice (CPI Real 2024$),1996,35838.4878622684
Administration of Justice (CPI Real 2024$),1997,40208.50506493507
Administration of Justice (CPI Real 2024$),1998,44822.05760096475
Administration of Justice (CPI Real 2024$),1999,49959.36100297065
Administration of Justice (CPI Real 2024$),2000,52010.54286055932
Administration of Justice (CPI Real 2024$),2001,53401.70039863811
Administration of Justice (CPI Real 2024$),2002,61079.5975647596
Administration of Justice (CPI Real 2024$),2003,60144.96118519868
Administration of Justice (CPI Real 2024$),2004,75805.91753391753
Administration of Justice (CPI Real 2024$),2005,64441.82654795229
Administration of Justice (CPI Real 2024$),2006,63717.64882758621
Administration of Justice (CPI Real 2024$),2007,64295.12353607092
Administration of Justice (CPI Real 2024$),2008,69898.05944444056
Administration of Justice (CPI Real 2024$),2009,76645.15738654438
Administration of Justice (CPI Real 2024$),2010,77944.78999788035
Administration of Justice (CPI Real 2024$),2011,78298.10153412493
Administration of Justice (CPI Real 2024$),2012,76742.40474102201
Administration of Justice (CPI Real 2024$),2013,70572.1211252364
Administration of Justice (CPI Real 2024$),2014,66611.45305982235
Administration of Justice (CPI Real 2024$),2015,68312.80301213407
Administration of Justice (CPI Real 2024$),2016,72730.04407967154
Administration of Justice (CPI Real 2024$),2017,74045.00225792264
Administration of Justice (CPI Real 2024$),2018,75386.67534510422
Administration of Justice (CPI Real 2024$),2019,80647.76950365298
Administration of Justice (CPI Real 2024$),2020,86936.8068094701
Administration of Justice (CPI Real 2024$),2021,83499.7784090696
Administration of Justice (CPI Real 2024$),2022,77253.8634443631
Administration of Justice (CPI Real 2024$),2023,82910.12431694819
Administration of Justice (CPI Real 2024$),2024,83793.0
General Government (CPI Real 2024$),1970,18866.943366681164
General Government (CPI Real 2024$),1971,18960.147396179404
General Government (CPI Real 2024$),1972,22243.025884244373
General Government (CPI Real 2024$),1973,69960.30501914243
General Government (CPI Real 2024$),1974,65215.551905424196
General Government (CPI Real 2024$),1975,61136.01756028369
General Government (CPI Real 2024$),1976,53799.2817936555
General Government (CPI Real 2024$),1977,66808.95279089258
General Government (CPI Real 2024$),1978,58364.82567271304
General Government (CPI Real 2024$),1979,54142.36001064585
General Government (CPI Real 2024$),1980,50538.071015625006
General Government (CPI Real 2024$),1981,39870.8952831427
General Government (CPI Real 2024$),1982,35440.97182389388
General Government (CPI Real 2024$),1983,35266.43962294391
General Government (CPI Real 2024$),1984,35575.11000971975
General Government (CPI Real 2024$),1985,33635.86281931099
General Government (CPI Real 2024$),1986,35602.37777498285
General Government (CPI Real 2024$),1987,20755.95897909253
General Government (CPI Real 2024$),1988,25024.957965679292
General Government (CPI Real 2024$),1989,23689.94550591595
General Government (CPI Real 2024$),1990,25333.41254112162
General Government (CPI Real 2024$),1991,26666.325962641025
General Government (CPI Real 2024$),1992,28832.019834211158
General Government (CPI Real 2024$),1993,28108.851821824726
General Government (CPI Real 2024$),1994,23610.08377015787
General Government (CPI Real 2024$),1995,28400.306124504623
General Government (CPI Real 2024$),1996,23537.905063189464
General Government (CPI Real 2024$),1997,24469.908961038964
General Government (CPI Real 2024$),1998,29826.365141889466
General Government (CPI Real 2024$),1999,28923.939670207947
