category,year,amount
Administration of Justice,1980,4702.0
Administration of Justice,1981,4908.0
Administration of Justice,1982,4842.0
Administration of Justice,1983,5246.0
Administration of Justice,1984,5811.0
Administration of Justice,1985,6426.0
Administration of Justice,1986,6735.0
Administration of Justice,1987,7715.0
Administration of Justice,1988,9397.0
Administration of Justice,1989,9644.0
Administration of Justice,1990,10185.0
Administration of Justice,1991,12486.0
Administration of Justice,1992,14650.0
Administration of Justice,1993,15193.0
Administration of Justice,1994,15516.0
Administration of Justice,1995,16508.0
Administration of Justice,1996,17898.0
Administration of Justice,1997,20617.0
Administration of Justice,1998,23359.0
Administration of Justice,1999,26536.0
Administration of Justice,2000,28499.0
Administration of Justice,2001,30201.0
Administration of Justice,2002,35061.0
Administration of Justice,2003,35340.0
Administration of Justice,2004,45576.0
Administration of Justice,2005,40019.0
Administration of Justice,2006,41016.0
Administration of Justice,2007,42362.0
Administration of Justice,2008,48097.0
Administration of Justice,2009,52581.0
Administration of Justice,2010,54383.0
Administration of Justice,2011,56056.0
Administration of Justice,2012,56277.0
Administration of Justice,2013,52601.0
Administration of Justice,2014,50457.0
Administration of Justice,2015,51906.0
Administration of Justice,2016,55768.0
Administration of Justice,2017,57944.0
Administration of Justice,2018,60418.0
Administration of Justice,2019,65832.0
Administration of Justice,2020,71997.0
Administration of Justice,2021,71430.0
Administration of Justice,2022,71323.0
Administration of Justice,2023,80432.0
Administration of Justice,2024,83793.0
General Government,1970,2320.0
General Government,1971,2442.0
General Government,1972,2960.0
General Government,1973,9774.0
General Government,1974,10032.0
General Government,1975,10374.0
General Government,1976,9706.0
General Government,1977,12791.0
General Government,1978,11961.0
General Government,1979,12241.0
General Government,1980,12975.0
General Government,1981,11373.0
General Government,1982,10861.0
General Government,1983,11181.0
General Government,1984,11746.0
General Government,1985,11515.0
General Government,1986,12491.0
General Government,1987,7487.0
General Government,1988,9399.0
General Government,1989,9317.0
General Government,1990,10462.0
General Government,1991,11568.0
General Government,1992,12883.0
General Government,1993,12944.0
General Government,1994,11159.0
General Government,1995,13799.0
General Government,1996,11755.0
General Government,1997,12547.0
General Government,1998,15544.0
General Government,1999,15363.0
General Government,2000,13013.0
General Government,2001,14358.0
General Government,2002,16951.0
General Government,2003,23164.0
General Government,2004,22338.0
General Government,2005,16997.0
General Government,2006,18177.0
General Government,2007,17425.0
General Government,2008,20323.0
General Government,2009,22017.0
General Government,2010,23014.0
General Government,2011,27476.0
General Government,2012,28035.0
General Government,2013,27737.0
General Government,2014,26913.0
General Government,2015,20956.0
General Government,2016,23146.0
General Government,2017,23821.0
General Government,2018,23885.0
General Government,2019,23488.0
General Government,2020,180109.0
General Government,2021,273941.0
General Government,2022,133216.0
General Government,2023,38199.0
General Government,2024,35316.0
National Defense (Real 2024$),1970,516281.88175846386
National Defense (Real 2024$),1971,474255.81923076924
National Defense (Real 2024$),1972,454442.04589261126
National Defense (Real 2024$),1973,421931.0457545094
National Defense (Real 2024$),1974,407553.5642710472
National Defense (Real 2024$),1975,402667.68254558987
National Defense (Real 2024$),1976,390001.6816283925
National Defense (Real 2024$),1977,394611.6765087606
National Defense (Real 2024$),1978,397360.5852842809
National Defense (Real 2024$),1979,409307.84641350206
National Defense (Real 2024$),1980,433602.9663648124
National Defense (Real 2024$),1981,464188.2872290292
National Defense (Real 2024$),1982,510610.192333113
National Defense (Real 2024$),1983,554202.4110196326
National Defense (Real 2024$),1984,579626.9364173629
National Defense (Real 2024$),1985,623359.6334056398
National Defense (Real 2024$),1986,659416.8005785921
National Defense (Real 2024$),1987,665331.8189020939
National Defense (Real 2024$),1988,663535.9985382789
National Defense (Real 2024$),1989,666765.4346680716
National Defense (Real 2024$),1990,634294.7724500169
National Defense (Real 2024$),1991,559132.2583019794
National Defense (Real 2024$),1992,595501.6632620491
National Defense (Real 2024$),1993,567688.69296741
National Defense (Real 2024$),1994,537535.7057836106
National Defense (Real 2024$),1995,508471.59907352057
National Defense (Real 2024$),1996,487490.501026694
National Defense (Real 2024$),1997,487558.51188932126
National Defense (Real 2024$),1998,477412.80358667806
National Defense (Real 2024$),1999,483134.52593842254
National Defense (Real 2024$),2000,507037.3283294312
National Defense (Real 2024$),2001,512475.8805970149
National Defense (Real 2024$),2002,576931.3200953137
National Defense (Real 2024$),2003,657487.4179763605
National Defense (Real 2024$),2004,722816.4309623431
National Defense (Real 2024$),2005,762229.8582502769
National Defense (Real 2024$),2006,777786.0493385771
National Defense (Real 2024$),2007,799650.1746694503
National Defense (Real 2024$),2008,875484.3156459492
National Defense (Real 2024$),2009,929847.8330896412
National Defense (Real 2024$),2010,967151.7501115076
National Defense (Real 2024$),2011,964622.1991692173
National Defense (Real 2024$),2012,910231.3682628301
National Defense (Real 2024$),2013,835443.3324897183
National Defense (Real 2024$),2014,781631.8039560894
National Defense (Real 2024$),2015,755931.2333948339
National Defense (Real 2024$),2016,754657.6778523489
National Defense (Real 2024$),2017,748822.8561
National Defense (Real 2024$),2018,772359.2503423986
National Defense (Real 2024$),2019,823915.5969833797
National Defense (Real 2024$),2020,859486.1642640363
National Defense (Real 2024$),2021,864648.3061898212
National Defense (Real 2024$),2022,820141.4904933197
National Defense (Real 2024$),2023,840352.9932011793
National Defense (Real 2024$),2024,873523.0
"Education, Training, Employment, and Social Services (Real 2024$)",1970,54565.65841334007
"Education, Training, Employment, and Social Services (Real 2024$)",1971,59221.84759615385
"Education, Training, Employment, and Social Services (Real 2024$)",1972,71913.8150527765
"Education, Training, Employment, and Social Services (Real 2024$)",1973,70122.83677958645
"Education, Training, Employment, and Social Services (Real 2024$)",1974,63973.17659137576
"Education, Training, Employment, and Social Services (Real 2024$)",1975,74576.53665798287
"Education, Training, Employment, and Social Services (Real 2024$)",1976,82292.05636743216
"Education, Training, Employment, and Social Services (Real 2024$)",1977,85641.70279039585
"Education, Training, Employment, and Social Services (Real 2024$)",1978,101554.25418060199
"Education, Training, Employment, and Social Services (Real 2024$)",1979,106311.25907172995
"Education, Training, Employment, and Social Services (Real 2024$)",1980,103016.90685640361
"Education, Training, Employment, and Social Services (Real 2024$)",1981,97680.73091423186
"Education, Training, Employment, and Social Services (Real 2024$)",1982,73319.84203569067
"Education, Training, Employment, and Social Services (Real 2024$)",1983,69154.17859404685
"Education, Training, Employment, and Social Services (Real 2024$)",1984,68596.06500917058
"Education, Training, Employment, and Social Services (Real 2024$)",1985,70498.93275488069
"Education, Training, Employment, and Social Services (Real 2024$)",1986,71812.1305689489
"Education, Training, Employment, and Social Services (Real 2024$)",1987,68221.07243916241
"Education, Training, Employment, and Social Services (Real 2024$)",1988,70702.37036360314
"Education, Training, Employment, and Social Services (Real 2024$)",1989,77568.00105374077
"Education, Training, Employment, and Social Services (Real 2024$)",1990,78761.04185022027
"Education, Training, Employment, and Social Services (Real 2024$)",1991,84416.62358907248
"Education, Training, Employment, and Social Services (Real 2024$)",1992,85443.20922438556
"Education, Training, Employment, and Social Services (Real 2024$)",1993,92549.45969125214
"Education, Training, Employment, and Social Services (Real 2024$)",1994,82712.62917747596
"Education, Training, Employment, and Social Services (Real 2024$)",1995,95441.56739390315
"Education, Training, Employment, and Social Services (Real 2024$)",1996,88664.32062188325
"Education, Training, Employment, and Social Services (Real 2024$)",1997,88343.86770428016
"Education, Training, Employment, and Social Services (Real 2024$)",1998,89955.69854824936
"Education, Training, Employment, and Social Services (Real 2024$)",1999,88985.55546183043
"Education, Training, Employment, and Social Services (Real 2024$)",2000,92611.39815452417
"Education, Training, Employment, and Social Services (Real 2024$)",2001,96008.08430818879
"Education, Training, Employment, and Social Services (Real 2024$)",2002,116877.69976171564
"Education, Training, Employment, and Social Services (Real 2024$)",2003,134399.4844785037
"Education, Training, Employment, and Social Services (Real 2024$)",2004,139543.359832636
"Education, Training, Employment, and Social Services (Real 2024$)",2005,150128.62938353638
"Education, Training, Employment, and Social Services (Real 2024$)",2006,176587.03503754022
"Education, Training, Employment, and Social Services (Real 2024$)",2007,132942.36012526095
"Education, Training, Employment, and Social Services (Real 2024$)",2008,129751.06556073172
"Education, Training, Employment, and Social Services (Real 2024$)",2009,112176.15656281632
"Education, Training, Employment, and Social Services (Real 2024$)",2010,179341.8448929527
"Education, Training, Employment, and Social Services (Real 2024$)",2011,138435.59160472234
"Education, Training, Employment, and Social Services (Real 2024$)",2012,121957.34958127548
"Education, Training, Employment, and Social Services (Real 2024$)",2013,96094.06516925023
"Education, Training, Employment, and Social Services (Real 2024$)",2014,117363.22183098592
"Education, Training, Employment, and Social Services (Real 2024$)",2015,156446.46832718325
"Education, Training, Employment, and Social Services (Real 2024$)",2016,139529.23154362416
"Education, Training, Employment, and Social Services (Real 2024$)",2017,180042.0171
"Education, Training, Employment, and Social Services (Real 2024$)",2018,116851.49882606142
"Education, Training, Employment, and Social Services (Real 2024$)",2019,164252.75242578535
"Education, Training, Employment, and Social Services (Real 2024$)",2020,282017.1925265554
"Education, Training, Employment, and Social Services (Real 2024$)",2021,342243.3601100413
"Education, Training, Employment, and Social Services (Real 2024$)",2022,725509.9036485098
"Education, Training, Employment, and Social Services (Real 2024$)",2023,-2242.613286369593
"Education, Training, Employment, and Social Services (Real 2024$)",2024,306370.0
Health (Real 2024$),1970,37331.40424456796
Health (Real 2024$),1971,41146.82740384615
Health (Real 2024$),1972,49786.928866452494
Health (Real 2024$),1973,51480.638803343594
Health (Real 2024$),1974,55128.39055441478
Health (Real 2024$),1975,60184.41012281354
Health (Real 2024$),1976,68470.82045929019
Health (Real 2024$),1977,70212.88578844907
Health (Real 2024$),1978,70440.762541806
Health (Real 2024$),1979,72100.83206751055
Health (Real 2024$),1980,74974.0447606727
Health (Real 2024$),1981,79173.67153628652
Health (Real 2024$),1982,75623.40052875082
Health (Real 2024$),1983,75625.50158328055
Health (Real 2024$),1984,77534.73405339311
Health (Real 2024$),1985,82737.09761388286
Health (Real 2024$),1986,86680.62584378014
Health (Real 2024$),1987,94296.78720996037
Health (Real 2024$),1988,101625.94500274073
Health (Real 2024$),1989,106289.73129610115
Health (Real 2024$),1990,122272.77194171467
Health (Real 2024$),1991,145548.08980860462
Health (Real 2024$),1992,178473.25327162462
Health (Real 2024$),1993,193701.50428816467
Health (Real 2024$),1994,204316.6270410499
Health (Real 2024$),1995,215586.8894202032
Health (Real 2024$),1996,218922.02904077442
Health (Real 2024$),1997,223121.70773886726
Health (Real 2024$),1998,233910.80572160546
Health (Real 2024$),1999,248003.62927035004
Health (Real 2024$),2000,266128.152320617
Health (Real 2024$),2001,289657.2093586123
Health (Real 2024$),2002,325292.93050039717
Health (Real 2024$),2003,356747.59514222626
Health (Real 2024$),2004,380820.46861924685
Health (Real 2024$),2005,385667.1262458472
Health (Real 2024$),2006,376773.5613156954
Health (Real 2024$),2007,386473.8430758525
Health (Real 2024$),2008,398794.3849562549
Health (Real 2024$),2009,470356.6051062872
Health (Real 2024$),2010,514729.71309099015
Health (Real 2024$),2011,509250.09477481415
Health (Real 2024$),2012,465628.60049388016
Health (Real 2024$),2013,472509.52736475796
Health (Real 2024$),2014,530403.7882145816
Health (Real 2024$),2015,618243.9830873308
Health (Real 2024$),2016,650309.3120805369
Health (Real 2024$),2017,666813.2063999999
Health (Real 2024$),2018,674437.0996869496
Health (Real 2024$),2019,702689.3757325391
Health (Real 2024$),2020,886761.0085356601
Health (Real 2024$),2021,913452.5584594223
Health (Real 2024$),2022,979137.6384892086
Health (Real 2024$),2023,910317.6101736564
Health (Real 2024$),2024,911289.0
Medicare (Real 2024$),1970,39265.28094997473
Medicare (Real 2024$),1971,39817.95865384616
Medicare (Real 2024$),1972,42927.881138136756
Medicare (Real 2024$),1973,44305.483501979754
Medicare (Real 2024$),1974,49509.22915811088
Medicare (Real 2024$),1975,59928.405284704124
Medicare (Real 2024$),1976,68905.99791231733
Medicare (Real 2024$),1977,78503.54153147308
Medicare (Real 2024$),1978,86579.3177257525
Medicare (Real 2024$),1979,93213.21097046413
Medicare (Real 2024$),1980,103842.07761966364
Medicare (Real 2024$),1981,115371.47573044298
Medicare (Real 2024$),1982,128313.16787838729
Medicare (Real 2024$),1983,138846.97403419885
Medicare (Real 2024$),1984,146658.40228245364
Medicare (Real 2024$),1985,162341.89587852493
Medicare (Real 2024$),1986,169246.1230472517
Medicare (Real 2024$),1987,177235.58573853987
Medicare (Real 2024$),1988,180253.45258541935
Medicare (Real 2024$),1989,186625.35089567964
Medicare (Real 2024$),1990,207889.14164689934
Medicare (Real 2024$),1991,213781.10960248654
Medicare (Real 2024$),1992,237573.1196935844
Medicare (Real 2024$),1993,254609.98970840478
Medicare (Real 2024$),1994,276262.89165267814
Medicare (Real 2024$),1995,298760.6821578003
Medicare (Real 2024$),1996,319599.893663831
Medicare (Real 2024$),1997,342488.8473843493
Medicare (Real 2024$),1998,343242.9197267293
Medicare (Real 2024$),1999,334868.6389708983
Medicare (Real 2024$),2000,339525.1743561493
Medicare (Real 2024$),2001,365580.4340459863
Medicare (Real 2024$),2002,382221.80103256553
Medicare (Real 2024$),2003,405203.0823483569
Medicare (Real 2024$),2004,427144.10041841003
Medicare (Real 2024$),2005,459587.23588039866
Medicare (Real 2024$),2006,491676.6864497676
Medicare (Real 2024$),2007,544562.2070285317
Medicare (Real 2024$),2008,555301.7050335188
Medicare (Real 2024$),2009,605013.2888314025
Medicare (Real 2024$),2010,629863.0075825156
Medicare (Real 2024$),2011,663977.0519239177
Medicare (Real 2024$),2012,633531.7855915825
Medicare (Real 2024$),2013,656575.9550775071
Medicare (Real 2024$),2014,662767.3794531897
Medicare (Real 2024$),2015,700220.2146371462
Medicare (Real 2024$),2016,756138.0671140939
Medicare (Real 2024$),2017,747051.8648999999
Medicare (Real 2024$),2018,720303.8487575816
Medicare (Real 2024$),2019,782208.3746757613
Medicare (Real 2024$),2020,920736.5397382397
Medicare (Real 2024$),2021,798771.2247592848
Medicare (Real 2024$),2022,808835.2738951696
Medicare (Real 2024$),2023,868302.1631716905
Medicare (Real 2024$),2024,874133.0
Income Security (Real 2024$),1970,98874.18645780697
Income Security (Real 2024$),1971,137913.72692307693
Income Security (Real 2024$),1972,158636.2854520422
Income Security (Real 2024$),1973,155525.89309282883
Income Security (Real 2024$),1974,173094.8254620123
Income Security (Real 2024$),1975,233481.0669892073
Income Security (Real 2024$),1976,264518.2630480167
Income Security (Real 2024$),1977,247725.44289422457
Income Security (Real 2024$),1978,233834.12709030096
Income Security (Real 2024$),1979,233478.07257383966
Income Security (Real 2024$),1980,280066.1930142303
Income Security (Real 2024$),1981,295541.2351555137
Income Security (Real 2024$),1982,297969.14871116984
Income Security (Real 2024$),1983,324801.7998733375
Income Security (Real 2024$),1984,288978.7336458121
Income Security (Real 2024$),1985,318167.6225596529
Income Security (Real 2024$),1986,291040.4227579557
Income Security (Real 2024$),1987,292809.13695529144
Income Security (Real 2024$),1988,297962.76429746026
Income Security (Real 2024$),1989,302140.4773445732
Income Security (Real 2024$),1990,315287.8652998983
Income Security (Real 2024$),1991,353111.50384426635
Income Security (Real 2024$),1992,398517.411267156
Income Security (Real 2024$),1993,409725.653516295
Income Security (Real 2024$),1994,414609.05402105907
Income Security (Real 2024$),1995,418192.0660490137
Income Security (Real 2024$),1996,421361.8939571722
Income Security (Real 2024$),1997,423543.72416774754
Income Security (Real 2024$),1998,423126.79846285225
Income Security (Real 2024$),1999,426249.03964571905
Income Security (Real 2024$),2000,436949.209613001
Income Security (Real 2024$),2001,453601.9991932231
Income Security (Real 2024$),2002,517681.1874503574
Income Security (Real 2024$),2003,543514.3548512794
Income Security (Real 2024$),2004,528105.5774058577
Income Security (Real 2024$),2005,532166.9250645995
Income Security (Real 2024$),2006,525298.4715766893
Income Security (Real 2024$),2007,530816.4018789144
Income Security (Real 2024$),2008,612788.9986365185
Income Security (Real 2024$),2009,749885.4527049825
Income Security (Real 2024$),2010,867604.7883586084
Income Security (Real 2024$),2011,816576.6706383908
Income Security (Real 2024$),2012,726797.1586858492
Income Security (Real 2024$),2013,707465.1879152167
Income Security (Real 2024$),2014,665238.7294946148
Income Security (Real 2024$),2015,652271.586715867
Income Security (Real 2024$),2016,653836.0469798658
Income Security (Real 2024$),2017,629656.1601
Income Security (Real 2024$),2018,606004.6490901975
Income Security (Real 2024$),2019,618545.5864156018
Income Security (Real 2024$),2020,1498893.4913694991
Income Security (Real 2024$),2021,1889788.7760660248
Income Security (Real 2024$),2022,927738.5387975335
Income Security (Real 2024$),2023,793628.98034076
Income Security (Real 2024$),2024,670548.0
Social Security (Real 2024$),1970,191302.1172309247
Social Security (Real 2024$),1971,215697.64615384617
Social Security (Real 2024$),1972,230492.70261587884
Social Security (Real 2024$),1973,270113.78354597447
Social Security (Real 2024$),1974,286952.1843942505
Social Security (Real 2024$),1975,300959.28768142906
Social Security (Real 2024$),1976,321591.78601252614
Social Security (Real 2024$),1977,345184.27222582744
Social Security (Real 2024$),1978,356922.93311036786
Social Security (Real 2024$),1979,366143.74430379743
Social Security (Real 2024$),1980,383613.79793014226
Social Security (Real 2024$),1981,411351.81149858626
Social Security (Real 2024$),1982,429751.43159286183
Social Security (Real 2024$),1983,450758.93350221653
Social Security (Real 2024$),1984,454256.1770939474
Social Security (Real 2024$),1985,465215.5119305856
Social Security (Real 2024$),1986,479429.3716489875
Social Security (Real 2024$),1987,489219.2914544425
Social Security (Real 2024$),1988,501242.07692307694
Social Security (Real 2024$),1989,510783.7713382507
Social Security (Real 2024$),1990,526860.0238902067
Social Security (Real 2024$),1991,550393.9306396205
Social Security (Real 2024$),1992,574020.601340568
Social Security (Real 2024$),1993,594019.1166380788
Social Security (Real 2024$),1994,609919.0378452617
Social Security (Real 2024$),1995,627678.7092050208
Social Security (Real 2024$),1996,641439.6006160164
Social Security (Real 2024$),1997,658336.1085170774
Social Security (Real 2024$),1998,675041.5606319385
Social Security (Real 2024$),1999,685813.6874736397
Social Security (Real 2024$),2000,705227.0294725244
Social Security (Real 2024$),2001,728116.9431222266
Social Security (Real 2024$),2002,754956.5607625099
Social Security (Real 2024$),2003,771116.0878036108
Social Security (Real 2024$),2004,785827.1631799163
Social Security (Real 2024$),2005,805337.2259136213
Social Security (Real 2024$),2006,817626.3071147657
Social Security (Real 2024$),2007,850268.5654140571
Social Security (Real 2024$),2008,876849.9817066242
Social Security (Real 2024$),2009,960726.3795973456
Social Security (Real 2024$),2010,985633.325044603
Social Security (Real 2024$),2011,999153.1675776126
Social Security (Real 2024$),2012,1038387.1623362679
Social Security (Real 2024$),2013,1072981.3726668775
Social Security (Real 2024$),2014,1101658.6817522782
Social Security (Real 2024$),2015,1138081.8748462482
Social Security (Real 2024$),2016,1165065.077181208
Social Security (Real 2024$),2017,1181758.9146
Social Security (Real 2024$),2018,1208599.2992565054
Social Security (Real 2024$),2019,1254916.2612162551
Social Security (Real 2024$),2020,1299826.509104704
Social Security (Real 2024$),2021,1301262.4577716645
Social Security (Real 2024$),2022,1305397.2371531348
Social Security (Real 2024$),2023,1387487.1165629092
Social Security (Real 2024$),2024,1460918.0
Veterans Benefits and Services (Real 2024$),1970,54850.05204648812
Veterans Benefits and Services (Real 2024$),1971,58794.925961538465
Veterans Benefits and Services (Real 2024$),1972,61599.41441027994
Veterans Benefits and Services (Real 2024$),1973,66111.57281126264
Veterans Benefits and Services (Real 2024$),1974,68765.3864476386
Veterans Benefits and Services (Real 2024$),1975,77262.26014142165
Veterans Benefits and Services (Real 2024$),1976,80216.2599164927
Veterans Benefits and Services (Real 2024$),1977,73199.63205710579
Veterans Benefits and Services (Real 2024$),1978,72167.17725752508
Veterans Benefits and Services (Real 2024$),1979,70120.11729957805
Veterans Benefits and Services (Real 2024$),1980,68553.89262613196
Veterans Benefits and Services (Real 2024$),1981,67754.10862393968
Veterans Benefits and Services (Real 2024$),1982,66015.13681427627
Veterans Benefits and Services (Real 2024$),1983,65600.36352121594
Veterans Benefits and Services (Real 2024$),1984,65252.02914204198
Veterans Benefits and Services (Real 2024$),1985,64818.86550976138
Veterans Benefits and Services (Real 2024$),1986,63543.27888138862
Veterans Benefits and Services (Real 2024$),1987,63138.997736276164
Veterans Benefits and Services (Real 2024$),1988,67205.98629636398
Veterans Benefits and Services (Real 2024$),1989,65979.14752370917
Veterans Benefits and Services (Real 2024$),1990,61640.73466621484
Veterans Benefits and Services (Real 2024$),1991,64077.65957794864
Veterans Benefits and Services (Real 2024$),1992,68087.90041493776
Veterans Benefits and Services (Real 2024$),1993,69604.68267581475
Veterans Benefits and Services (Real 2024$),1994,71795.48588432779
Veterans Benefits and Services (Real 2024$),1995,70851.81858936042
Veterans Benefits and Services (Real 2024$),1996,67878.63317688472
Veterans Benefits and Services (Real 2024$),1997,70892.82663207955
Veterans Benefits and Services (Real 2024$),1998,74395.82280102477
Veterans Benefits and Services (Real 2024$),1999,75987.98144242934
Veterans Benefits and Services (Real 2024$),2000,81025.93031262912
Veterans Benefits and Services (Real 2024$),2001,75718.05405405405
Veterans Benefits and Services (Real 2024$),2002,84404.86536934075
Veterans Benefits and Services (Real 2024$),2003,92323.39576568385
Veterans Benefits and Services (Real 2024$),2004,94716.69874476988
Veterans Benefits and Services (Real 2024$),2005,107898.45994832042
Veterans Benefits and Services (Real 2024$),2006,104086.38112263138
Veterans Benefits and Services (Real 2024$),2007,105643.67849686848
Veterans Benefits and Services (Real 2024$),2008,120381.8289967049
Veterans Benefits and Services (Real 2024$),2009,134403.47711168596
Veterans Benefits and Services (Real 2024$),2010,151286.1670383586
Veterans Benefits and Services (Real 2024$),2011,174000.1511805859
Veterans Benefits and Services (Real 2024$),2012,167421.11369980674
Veterans Benefits and Services (Real 2024$),2013,183375.3312242961
Veterans Benefits and Services (Real 2024$),2014,193797.62292874896
Veterans Benefits and Services (Real 2024$),2015,204836.09747847475
Veterans Benefits and Services (Real 2024$),2016,222003.70134228186
Veterans Benefits and Services (Real 2024$),2017,220853.6088
Veterans Benefits and Services (Real 2024$),2018,218884.73537468203
Veterans Benefits and Services (Real 2024$),2019,240122.62474781438
Veterans Benefits and Services (Real 2024$),2020,259362.4890933232
Veterans Benefits and Services (Real 2024$),2021,268699.2181568088
Veterans Benefits and Services (Real 2024$),2022,293933.7810894142
Veterans Benefits and Services (Real 2024$),2023,308986.8283093053
Veterans Benefits and Services (Real 2024$),2024,325637.0
Energy (Real 2024$),1970,6300.8989388580085
Energy (Real 2024$),1971,6223.435096153847
Energy (Real 2024$),1972,7438.766406608535
Energy (Real 2024$),1973,6806.493180818301
Energy (Real 2024$),1974,6692.657494866529
Energy (Real 2024$),1975,13572.911053219203
Energy (Real 2024$),1976,18294.860125260962
Energy (Real 2024$),1977,23415.116807268012
Energy (Real 2024$),1978,30387.180602006683
Energy (Real 2024$),1979,32293.038818565397
Energy (Real 2024$),1980,32864.44812419146
Energy (Real 2024$),1981,44693.95900094251
Energy (Real 2024$),1982,37273.009253139455
Energy (Real 2024$),1983,24694.52628245725
Energy (Real 2024$),1984,18027.717750152842
Energy (Real 2024$),1985,13831.444685466377
Energy (Real 2024$),1986,11312.985535197686
Energy (Real 2024$),1987,9607.338992642897
Energy (Real 2024$),1988,5246.861319203362
Energy (Real 2024$),1989,5941.593782929399
Energy (Real 2024$),1990,7079.953744493392
Energy (Real 2024$),1991,4983.977097987895
Energy (Real 2024$),1992,8980.049952122565
Energy (Real 2024$),1993,8423.161234991423
Energy (Real 2024$),1994,9959.030367770487
Energy (Real 2024$),1995,9225.127316198445
Energy (Real 2024$),1996,5207.886916984453
Energy (Real 2024$),1997,2658.5711197578903
Energy (Real 2024$),1998,2260.730145175064
Energy (Real 2024$),1999,1601.8384647827918
Energy (Real 2024$),2000,-1310.8149015287152
Energy (Real 2024$),2001,15.135538523598225
Energy (Real 2024$),2002,786.4475774424146
Energy (Real 2024$),2003,-1177.7600987141186
Energy (Real 2024$),2004,-233.10878661087867
Energy (Real 2024$),2005,677.1354743447766
Energy (Real 2024$),2006,1170.06256703611
Energy (Real 2024$),2007,-1235.9039665970772
Energy (Real 2024$),2008,896.7068514941483
Energy (Real 2024$),2009,6688.87470475762
Energy (Real 2024$),2010,16202.757136485281
Energy (Real 2024$),2011,16644.099038041102
Energy (Real 2024$),2012,19951.578913463603
Energy (Real 2024$),2013,14563.143941790571
Energy (Real 2024$),2014,6826.0035211267605
Energy (Real 2024$),2015,8770.027367773677
Energy (Real 2024$),2016,4732.412751677852
Energy (Real 2024$),2017,4822.6992
Energy (Real 2024$),2018,2653.852768538446
Energy (Real 2024$),2019,6057.045537515611
Energy (Real 2024$),2020,8401.657909711685
Energy (Real 2024$),2021,6855.0517193947735
Energy (Real 2024$),2022,-9781.939362795478
Energy (Real 2024$),2023,-415.94380733944945
Energy (Real 2024$),2024,13571.0
Natural Resources and Environment (Real 2024$),1970,19370.366346639716
Natural Resources and Environment (Real 2024$),1971,23540.81971153846
Natural Resources and Environment (Real 2024$),1972,24342.444699403393
Natural Resources and Environment (Real 2024$),1973,26274.054113506376
Natural Resources and Environment (Real 2024$),1974,29261.75728952772
Natural Resources and Environment (Real 2024$),1975,34192.93710457759
Natural Resources and Environment (Real 2024$),1976,35614.92275574113
Natural Resources and Environment (Real 2024$),1977,40710.65022712525
Natural Resources and Environment (Real 2024$),1978,41764.78595317725
Natural Resources and Environment (Real 2024$),1979,42692.670886075946
Natural Resources and Environment (Real 2024$),1980,44843.98602846054
Natural Resources and Environment (Real 2024$),1981,39984.67860508954
Natural Resources and Environment (Real 2024$),1982,35815.37475214805
Natural Resources and Environment (Real 2024$),1983,33457.611146295116
Natural Resources and Environment (Real 2024$),1984,32079.295292439372
Natural Resources and Environment (Real 2024$),1985,32913.80694143166
Natural Resources and Environment (Real 2024$),1986,32872.78611378978
Natural Resources and Environment (Real 2024$),1987,31509.3350311262
Natural Resources and Environment (Real 2024$),1988,33366.47304951581
Natural Resources and Environment (Real 2024$),1989,35515.57481559536
Natural Resources and Environment (Real 2024$),1990,36141.45798034564
Natural Resources and Environment (Real 2024$),1991,37940.42336005235
Natural Resources and Environment (Real 2024$),1992,39922.2002872646
Natural Resources and Environment (Real 2024$),1993,39442.00343053173
Natural Resources and Environment (Real 2024$),1994,40080.42118113841
Natural Resources and Environment (Real 2024$),1995,40909.40271966527
Natural Resources and Environment (Real 2024$),1996,39445.29495453212
Natural Resources and Environment (Real 2024$),1997,38213.12970168612
Natural Resources and Environment (Real 2024$),1998,39657.12297181896
Natural Resources and Environment (Real 2024$),1999,42099.690847743565
Natural Resources and Environment (Real 2024$),2000,43067.41784878116
Natural Resources and Environment (Real 2024$),2001,42937.84106494554
Natural Resources and Environment (Real 2024$),2002,48720.013502779984
Natural Resources and Environment (Real 2024$),2003,48193.94323938173
Natural Resources and Environment (Real 2024$),2004,48673.74895397489
Natural Resources and Environment (Real 2024$),2005,43064.277224067926
Natural Resources and Environment (Real 2024$),2006,49224.606721487304
Natural Resources and Environment (Real 2024$),2007,46014.21329157968
Natural Resources and Environment (Real 2024$),2008,45219.03647312805
Natural Resources and Environment (Real 2024$),2009,50040.66033067146
Natural Resources and Environment (Real 2024$),2010,60899.10448260482
Natural Resources and Environment (Real 2024$),2011,62169.9618495846
Natural Resources and Environment (Real 2024$),2012,55902.82553145802
Natural Resources and Environment (Real 2024$),2013,50308.92280923758
Natural Resources and Environment (Real 2024$),2014,46850.73498342999
Natural Resources and Environment (Real 2024$),2015,46193.59686346863
Natural Resources and Environment (Real 2024$),2016,49703.68791946308
Natural Resources and Environment (Real 2024$),2017,47396.5272
Natural Resources and Environment (Real 2024$),2018,47809.726570142826
Natural Resources and Environment (Real 2024$),2019,45462.08588721298
Natural Resources and Environment (Real 2024$),2020,50353.011191198784
Natural Resources and Environment (Real 2024$),2021,50637.00660247593
Natural Resources and Environment (Real 2024$),2022,44329.366906474825
Natural Resources and Environment (Real 2024$),2023,48547.608863040616
